2024-2026 全球大学排名,,,,,,
学校中文名,学校英文名,国家/地区,QS 2026,USNews 2026,THE 2025,ARWU 2024
印度科学教育与研究所-加尔各答,Indian Institute of Science Education & Research (IISER) - Kolkata,印度,-,1428,1201,-
印度科学教育与研究所-浦那,Indian Institute of Science Education & Research (IISER) - Pune,印度,-,1249,1201,-
印度科学教育研究院博帕尔,Indian Institute of Science Education and Research Bhopal,印度,-,2105,1201,-
印度理工学院（印度矿业学院）丹巴德,Indian Institute of Technology (Indian School of Mines) Dhanbad,印度,-,1582,-,-
印度理工学院甘地纳加尔,Indian Institute of Technology Gandhinagar,印度,-,1408,801,-
印度理工学院曼迪,Indian Institute of Technology Mandi,印度,-,1913,1001,-
印度理工学院巴特那,Indian Institute of Technology Patna,印度,-,1724,601,-
印度理工学院Ropar,Indian Institute of Technology Ropar,印度,-,-,801,-
印度科学与教育研究所,Indian Institutes of Science Education and Research (IISERs),印度,-,-,-,-
印度统计研究所加尔各答,Indian Statistical Institute Kolkata,印度,-,1550,-,-
德里Indraprastha信息技术研究所,Indraprastha Institute of Information Technology Delhi,印度,-,-,1001,-
桑坦德工业大学（UIS）,Industrial University of Santander (UIS),哥伦比亚,-,-,-,-
仁济大学,Inje University,韩国,-,1724,-,-
内蒙古大学,Inner Mongolia University,中国,-,1667,-,901
国立里昂应用科学学院,INSA Lyon,法国,-,-,-,-
INSA 图卢兹,INSA Toulouse,法国,-,-,-,801
欧洲工商管理学院,INSEAD Business School,法国,-,1041,-,-
图卢兹国家科学研究院,Institut National des Sciences Appliquées de Toulouse,法国,-,1924,-,-
图卢兹国家职业技术学院,Institut National Polytechnique de Toulouse,法国,-,1226,-,-
IUSS高等学院,Institute for Advanced Study of Pavia (IUSS),意大利,-,-,-,-
化学技术研究所,Institute of Chemical Technology,印度,-,1882,801,-
南里奥格兰德州联邦研究所（IFRS）,Instituto Federal do Rio Grande do Sul (IFRS),巴西,-,-,-,-
布宜诺斯艾利斯技术大学,Instituto Tecnológico de Buenos Aires (ITBA),阿根廷,-,-,-,-
海得拉巴国际信息技术学院,"International Institute of Information Technology, Hyderabad",印度,-,-,601,-
国际高等研究学院,International School for Advanced Studies,意大利,-,506,-,-
伊朗医科大学,Iran University of Medical Sciences,伊朗,-,857,601,701
伊尔库茨克国立大学,Irkutsk State University,俄国,-,-,1501,-
约克大学,York University,加拿大,333,514,401,401
伊斯法罕医科大学,Isfahan University Medical Science,伊朗,-,1157,801,-
义寿大学,I-Shou University,中国台湾,-,1904,1201,-
伊斯兰阿扎德大学纳杰法巴德分校 (IAUN),"Islamic Azad University, Najafabad Branch (IAUN)",伊朗,-,-,-,-
伊斯坦布尔梅德尼特大学,Istanbul Medeniyet University,土耳其,-,1514,1201,-
伊斯坦布尔梅迪波尔大学,Istanbul Medipol University,土耳其,-,1794,1501,-
伊斯坦布尔大学-特拉布宗,Istanbul University - Cerrahpasa,土耳其,-,1212,1001,801
Iuliu Hatieganu医药大学,Iuliu Hatieganu University of Medicine & Pharmacy,罗马尼亚,-,1695,1001,-
伊万诺沃国立化学技术大学,Ivanovo State University of Chemistry and Technology,俄国,-,-,1501,-
岩手大学,Iwate University,日本,-,-,1501,-
雅各布大学,Jacobs University,德国,-,-,-,-
詹姆斯·麦迪逊大学,James Madison University,美国,-,2249,-,-
扬·埃文格里斯塔·普尔基涅大学,Jan Evangelista Purkyně University,捷克共和国,-,-,-,-
日本科学技术高等研究院（JAIST）,Japan Advanced Institute of Science & Technology (JAIST),日本,-,1736,-,-
贾瓦哈拉尔·尼赫鲁科技大学阿南塔普（JNTUA）,Jawaharlal Nehru Technological University Anantapur (JNTUA),印度,-,-,801,-
江汉大学,Jianghan University,中国,-,2109,1501,-
江苏师范大学,Jiangsu Normal University,中国,-,1212,1201,-
江苏大学,Jiangsu University,中国,-,271,501,201
江苏科技大学,Jiangsu University of Science & Technology,中国,-,884,-,901
江西师范大学,Jiangxi Normal University,中国,-,1393,-,801
智一医科大学,Jichi Medical University,日本,-,1930,-,-
東京慈惠会医科大学,Jikei University,日本,-,1642,1201,-
约夫大学,Jouf University,沙特阿拉伯,-,-,801,-
JSS高等教育与研究学院,JSS Academy of Higher Education and Research,印度,-,989,801,-
顺天堂大学,Juntendo University,日本,-,1014,601,901
K.N.托西理工大学,K. N. Toosi University of Technology,伊朗,-,1169,801,-
卡夫卡斯大学,Kafkas University,土耳其,-,2100,-,-
谢赫村大学,Kafrelsheikh University,埃及,-,518,601,-
香川大学,Kagawa University,日本,-,1651,1201,-
Kalasalingam 研究与教育学院,Kalasalingam Academy of Research and Education,印度,-,-,801,-
神奈川大学,Kanagawa University,日本,-,-,1501,-
金泽医科大学,Kanazawa Medical University,日本,-,-,1501,-
关西医科大学,Kansai Medical University,日本,-,1963,1201,-
关西大学,Kansai University,日本,-,-,1501,-
高雄医科大学,Kaohsiung Medical University,中国台湾,-,1314,801,901
卡拉比克大学,Karabük University,土耳其,-,2186,1501,-
卡拉德尼兹技术大学,Karadeniz Technical University,土耳其,-,1651,1501,-
卡拉干达国立技术大学,Karaganda State Technical University,哈萨克斯坦,-,-,-,-
卡尔斯塔德大学,Karlstad University,瑞典,-,1601,-,-
卡罗林斯卡研究所,Karolinska Institute,瑞典,-,52,49,43
喀山医科大学和健康服务大学,Kashan University of Medical Sciences and Health Services,伊朗,-,-,-,-
启明大学,Keimyung University,韩国,-,2117,-,-
克尔曼医科大学,Kerman University of Medical Sciences,伊朗,-,1176,801,-
克曼沙赫医科大学,Kermanshah University of Medical Sciences,伊朗,-,1084,401,-
克拉兹米大学,Kharazmi University,伊朗,-,1826,1201,-
KIIT大学,KIIT University,印度,-,-,601,-
阿卜杜拉国王科技大学,King Abdullah University of Science & Technology,沙特阿拉伯,-,112,-,201
乔治国王医科大学,King George‘s Medical University,印度,-,-,-,-
胡安卡洛斯国王大学,King Juan Carlos University,西班牙,-,-,-,-
紹德阿卜杜拉國王健康大學,King Saud bin Abdulaziz University for Health Sciences,沙特阿拉伯,-,1098,801,-
北里大学,Kitasato University,日本,-,1879,1501,701
赞詹大学,University of Zanjan,伊朗,-,-,1501,-
科贾埃利大学,Kocaeli University,土耳其,-,1818,1501,-
高知大学,Kochi University,日本,-,2121,1501,-
高知工业大学,Kochi University of Technology,日本,-,-,1501,-
小学院大学,Kogakuin University,日本,-,-,1501,-
韩国高等科学技术研究院,Korea Advanced Institute of Science and Technology,韩国,-,281,82,201
昆明科技大学,Kunming University of Science and Technology,中国,-,1060,-,401
库尔德斯坦医学院,Kurdistan University of Medical Sciences,伊朗,-,-,601,-
久留米大学,Kurume University,日本,-,1910,1201,-
广运大学,Kwangwoon University,韩国,-,1382,-,-
关西学院大学,Kwansei Gakuin University,日本,-,1985,1501,-
京都府立医科大学,Kyoto Prefectural University of Medicine,日本,-,1659,1001,-
京都产业大学,Kyoto Sangyo University,日本,-,-,-,-
农业研究所,L’institut Agro,法国,-,625,351,-
拉各斯州立大学,Lagos State University,尼日利亚,-,-,1501,-
湖首大学,Lakehead University,加拿大,-,1372,1001,901
朗格多克 - 鲁西永大学,Languedoc-Roussillon Universites (ComUE),法国,-,-,-,-
劳伦森大学,Laurentian University,加拿大,-,1759,-,-
吕讷堡大学,Leuphana University Luneburg,德国,-,1151,401,-
辽宁大学,Liaoning University,中国,-,1484,-,-
辽宁工业大学,Liaoning University of Technology,中国,-,-,-,901
林奈大学,Linnaeus University,瑞典,-,1346,-,901
立陶宛健康科学大学,Lithuanian University of Health Sciences,立陶宛,-,1717,801,-
利物浦热带医学院,Liverpool School of Tropical Medicine,英国,-,611,-,-
洛巴切夫斯基大学,Lobachevsky University,俄国,-,1717,-,-
洛马琳达大学,Loma Linda University,美国,-,1131,-,-
伦敦商学院,London Business School,英国,-,793,-,-
伦敦卫生与热带医学学院,London School of Hygiene & Tropical Medicine,英国,-,118,-,151
隆德里纳州立大学,Universidade Estadual de Londrina,巴西,-,1823,1501,-
洛雷斯坦大学,Lorestan University,伊朗,-,2026,1201,-
路易斯安那州立大学健康科学中心,Louisiana State University Health Sciences Center,美国,-,1836,-,-
路易斯安那理工大学,Louisiana Tech University,美国,-,-,-,-
锡比乌卢西安布拉加大学,Lucian Blaga University of Sibiu,罗马尼亚,-,-,1501,-
吕勒奥工业大学,Lulea University of Technology,瑞典,-,741,-,-
穆罕默德·布加拉-布梅尔代斯大学,M’Hamed Bougara University of Boumerdès,阿尔及利亚,-,-,1501,-
麦肯齐长老会大学,Mackenzie Presbyterian University,巴西,-,-,1501,-
泰国清莱皇太后大学,Mae Fah Luang University,泰国,-,1105,1201,-
大希腊卡坦扎罗大学,Magna Graecia University of Catanzaro,意大利,-,1048,-,-
马达加拉加Sayajirao巴罗达大学,Maharaja Sayajirao University of Baroda,印度,-,-,-,-
圣雄甘地大学,Mahatma Gandhi University,印度,-,-,401,-
马尔默大学,Malmo University,瑞典,-,1476,-,-
马尼帕尔大学,Manipal University,印度,-,-,-,-
马尔凯理工大学,Marche Polytechnic University,意大利,-,743,601,601
玛丽亚·居里·斯科洛多夫斯卡大学,Maria Curie-Sklodowska University,波兰,-,1752,1501,-
马什哈德大学医学,Mashhad University Medical Science,伊朗,-,810,801,-
马泰贝尔大学,Matej Bel University,斯洛伐克,-,-,1501,-
马赞达兰医科大学,Mazandaran University of Medical Sciences,伊朗,-,937,601,-
威斯康星医学院,Medical College of Wisconsin,美国,-,546,-,601
格但斯克医科大学,Medical University Gdansk,波兰,-,1226,1001,-
罗兹医科大学,Medical University Lodz,波兰,-,1382,801,-
比亚韦斯托克医科大学,Medical University of Bialystok,波兰,-,1759,1001,-
格拉茨医科大学,Medical University of Graz,奥地利,-,376,201,501
因斯布鲁克医科大学,Medical University of Innsbruck,奥地利,-,440,251,501
卢布林医科大学,Medical University of Lublin,波兰,-,1706,1201,-
西里西亚医科大学,Medical University of Silesia,波兰,-,1832,-,-
南卡罗来纳医科大学,Medical University of South Carolina,美国,-,473,-,501
维也纳医科大学,Medical University of Vienna,奥地利,-,189,201,201
华沙医科大学,Medical University of Warsaw,波兰,-,1330,1001,-
赞詹大学,University Zanjan,伊朗,-,1752,-,-
名城大学,Meijo University,日本,-,-,1501,-
梅诺菲亚大学,Menofia University,埃及,-,641,1201,-
梅尔辛大学,Mersin University,土耳其,-,1784,1501,-
米却肯大学伊达尔戈圣尼古拉斯大学,Michoacán University of San Nicolás of Hidalgo,墨西哥,-,-,-,-
三重大学,Mie University,日本,-,2005,1501,-
埃尔切米格尔埃尔南德斯大学,Miguel Hernandez University of Elche,西班牙,-,-,1201,-
MINES ParisTech,MINES ParisTech,法国,-,-,-,-
明池科技大学,Ming Chi University of Technology,中国台湾,-,2062,1001,-
明传大学,Ming Chuan University,中国台湾,-,-,1501,-
迷你大学,Minia University,埃及,-,641,1001,-
MIREA-俄罗斯技术大学,MIREA - Russian Technological University,俄国,-,-,1501,-
蒙大拿州立大学,Montana State University,美国,-,839,1001,-
蒙特克莱尔州立大学,Montclair State University,美国,-,1428,-,-
蒙彼利埃商学院,Montpellier Business School,法国,-,-,-,-
蒙彼利埃SupAgro,Montpellier SupAgro,法国,-,-,-,-
摩根州立大学,Morgan State University,美国,-,-,1501,-
莫斯科航空学院,Moscow Aviation Institute,俄国,-,-,1201,-
莫斯科城市大学,Moscow City University,俄国,-,-,-,-
莫斯科国立师范大学,Moscow Pedagogical State University,俄国,-,-,-,-
莫斯科电力工程学院,Moscow Power Engineering Institute,俄国,-,-,1501,-
莫斯科国立大学,Moscow State University,俄国,-,-,-,101
莫斯科国立土木工程大学,Moscow State University of Civil Engineering,俄国,-,-,-,-
室兰工业大学,Muroran Institute of Technology,日本,-,-,1501,-
中欧大学,CEU University,西班牙,1001-1200,-,-,-
长冈工业大学,Nagaoka University of Technology,日本,-,1836,1201,-
名古屋市立大学,Nagoya City University,日本,-,1779,1201,-
南昌大学,Nanchang University,中国,-,537,-,201
南京林业大学,Nanjing Forestry University,中国,-,374,601,401
南京医科大学,Nanjing Medical University,中国,-,645,801,201
南京工业大学,Nanjing Tech University,中国,-,556,601,301
南京中医药大学,Nanjing University of Chinese Medicine,中国,-,1271,-,501
南京信息工程大学,Nanjing University of Information Science & Technology,中国,-,409,801,301
南京邮电大学,Nanjing University of Posts & Telecommunications,中国,-,714,-,401
南通大学,Nantong University,中国,-,1284,-,601
奈良科技大学,Nara Institute of Science,日本,-,1548,-,-
奈良医科大学,Nara Medical University,日本,-,2109,-,-
国立彰化教育大学,National Changhua University of Education,中国台湾,-,-,1501,-
国立暨南大学,National Chi Nan University,中国台湾,-,-,1501,-
国立交通大学,National Chiao Tung University,中国台湾,-,-,-,-
国立嘉义大学,National Chiayi University,中国台湾,-,-,1501,-
国立宜兰大学,National Ilan University,中国台湾,-,-,1501,-
里昂国家应用科学研究所,National Institute for Applied Sciences - Lyon,法国,-,-,601,-
国立理工学院,National Institute of Technology Rourkela,印度,-,1468,801,-
美国国立技术学院,National Institute of Technology Silchar,印度,-,1677,801,-
国立高雄科技大学,National Kaohsiung University of Science & Technology,中国台湾,-,1555,1201,-
国家职业技术学院,National Polytechnic Institute,墨西哥,-,-,-,601
图卢兹国立综合理工学院,National Polytechnic Institute of Toulouse,法国,-,-,-,-
国立电子技术研究大学（MIET）,National Research University of Electronic Technology (MIET),俄国,-,-,1501,-
国立联合大学,National United University,中国台湾,-,-,1501,-
国立大学拉普拉塔,National University La Plata,阿根廷,-,-,-,-
国立Cuyo大学,National University of Cuyo,阿根廷,-,-,1501,-
国防科技大学,National University of Defence Technology - China,中国,-,1105,-,401
爱尔兰国立大学戈尔韦分校,National University of Ireland Galway,爱尔兰,-,-,-,-
国立高雄大学,National University of Kaohsiung,中国台湾,-,-,1501,-
国立拉普拉塔大学,National University of La Plata,阿根廷,-,979,1501,-
马德普拉塔国立大学,National University of Mar del Plata,阿根廷,-,1917,-,-
国立圣马丁大学,National University of San Martín,阿根廷,-,-,1501,-
国立滨海大学,National University of the Littoral,阿根廷,-,2013,-,-
国立云林科技大学,National Yunlin University of Science and Technology,中国台湾,-,1001,501,-
近东大学,Near East University,北赛普勒斯,-,681,601,-
奈克梅廷埃尔巴坎大学,Necmettin Erbakan University,土耳其,-,1637,1201,-
纳尔逊·曼德拉城市大学,Nelson Mandela Metropolitan University,南非,-,1259,-,-
新墨西哥州采矿与技术研究所,New Mexico Institute of Mining and Technology,美国,-,-,-,-
纽约医学院,New York Medical College,美国,-,1207,-,-
纽约大学（坦顿）,New York University (Tandon),美国,-,-,-,-
