大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,所属院系网址,招生网址,专业网址,valid_response_count,consistency_type,consistency_detail,response_1,response_1_valid,response_2,response_2_valid,response_3,response_3_valid
Baylor University,Ph.D.,Statistical Science  Concentration in Data Science,文理学院,College of Arts & Sciences,https://www.baylor.edu/artsandsciences/,https://statistics.artsandsciences.baylor.edu/graduate/how-apply,https://statistics.artsandsciences.baylor.edu/graduate/doctor-philosophy-phd,3,all_valid_different,"All valid responses are different, randomly selected","Graduate School, https://grad.baylor.edu/",TRUE,"College of Arts & Sciences, https://www.baylor.edu/artsandsciences/",TRUE,"College of Arts & Sciences, https://artsandsciences.baylor.edu",TRUE
Drexel University,MS,MS in Data Science,计算与信息学院,College of Computing & Informatics,https://drexel.edu/cci/,https://drexel.edu/academics/grad-professional-programs/cci/data-science,https://drexel.edu/cci/academics/masters-programs/ms-in-data-science/,3,all_valid_same,All 3 valid responses are identical,"College of Computing & Informatics, https://drexel.edu/cci/",TRUE,"College of Computing & Informatics, https://drexel.edu/cci/",TRUE,"College of Computing & Informatics, https://drexel.edu/cci/",TRUE
Drexel University,MS,MS in Data Science,计算与信息学院,College of Computing & Informatics,https://drexel.edu/cci/,https://drexel.edu/academics/grad-professional-programs/cci/data-science,https://drexel.edu/cci/academics/masters-programs/ms-in-data-science/,3,majority_valid_same,2 valid responses are identical,"College of Computing & Informatics, https://drexel.edu/cci/",TRUE,"College of Computing & Informatics, https://drexel.edu/cci/",TRUE,"The browsing confirms that `https://drexel.edu/cci/` is indeed the official homepage for the College of Computing & Informatics.
College of Computing & Informatics, https://drexel.edu/cci/",TRUE
Drexel University,PhD,PhD in Information Science,计算与信息学院,College of Computing & Informatics,https://drexel.edu/cci/,https://drexel.edu/academics/grad-professional-programs/cci/information-science,https://drexel.edu/cci/academics/doctoral-programs/phd-information-science/,3,all_valid_same,All 3 valid responses are identical,"College of Computing & Informatics, https://drexel.edu/cci/",TRUE,"College of Computing & Informatics, https://drexel.edu/cci/",TRUE,"College of Computing & Informatics, https://drexel.edu/cci/",TRUE
University of Oregon,MS,Data Science,Phil and Penny Knight Campus for Accelerating Scientific Impact,School of Computer and Data Sciences,https://uoregon.edu/academics/colleges-schools/computer-data-sciences,https://internship.uoregon.edu/apply,https://internship.uoregon.edu/,2,all_valid_different,"All valid responses are different, randomly selected","Phil and Penny Knight Campus for Accelerating Scientific Impact, https://knight.uoregon.edu",TRUE,,FALSE,"School of Computer and Data Sciences, https://uoregon.edu/academics/colleges-schools/computer-data-sciences",TRUE
"Rutgers University, Camden",M.S.,COMPUTER SCIENCE M.S.,文理研究生院,Graduate School of Arts and Sciences,https://graduateschool.camden.rutgers.edu,https://graduateschool.camden.rutgers.edu/computer-science-m-s/,https://cs.camden.rutgers.edu/graduate/,3,majority_valid_same,2 valid responses are identical,"Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu",TRUE,"Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu/",TRUE,"Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu",TRUE
"Rutgers University, Camden",M.S.,DATA SCIENCE M.S.,文理研究生院,Graduate School of Arts and Sciences,https://graduateschool.camden.rutgers.edu,https://graduateschool.camden.rutgers.edu/data-science-m-s/,https://datascience.camden.rutgers.edu/,3,majority_valid_same,2 valid responses are identical,"Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu",TRUE,"Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu",TRUE,"Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu/",TRUE
Rochester Institute of Technology,MS,Data Science MS  ,罗切斯特理工学院,Golisano College of Computing and Information Sciences,https://www.rit.edu/computing/,https://www.rit.edu/study/data-science-ms,https://www.rit.edu/study/data-science-ms,2,all_valid_same,All 2 valid responses are identical,"Golisano College of Computing and Information Sciences, https://www.rit.edu/computing/",TRUE,"Golisano College of Computing and Information Sciences, https://www.rit.edu/computing/",TRUE,,FALSE
Illinois Institute of Technology,M.S.,Economics and Data Analytics (M.S.),商学院,Stuart School of Business,https://www.stuart.iit.edu,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/economics-and-data-analytics-ms,2,all_valid_same,All 2 valid responses are identical,"Stuart School of Business, https://www.stuart.iit.edu",TRUE,The,FALSE,"Stuart School of Business, https://www.stuart.iit.edu",TRUE
Illinois Institute of Technology,M.A.S,Data Science Master’s—Master of Applied Science (M.A.S.),计算机学院,College of Computing,https://www.iit.edu/colleges-institutes/college-of-computing,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/data-science-mas,1,single_valid_response,Only one valid response,"College of Computing, https://www.iit.edu/colleges-institutes/college-of-computing",TRUE,Not found,FALSE,,FALSE
"University of Colorado, Boulder",MS,Professional Master's in Data Science,工程与应用科学学院,College of Engineering & Applied Science,https://www.colorado.edu/engineering/,https://www.colorado.edu/program/data-science/campus/admissions,https://www.colorado.edu/program/data-science/,3,majority_valid_same,2 valid responses are identical,"College of Engineering & Applied Science, https://www.colorado.edu/engineering/",TRUE,"College of Engineering & Applied Science, https://www.colorado.edu/engineering/",TRUE,"College of Engineering & Applied Science, https://www.colorado.edu/engineering",TRUE
"University of Colorado, Boulder",MS,Statistics and Data Science,工程与应用科学学院,College of Arts and Sciences,https://www.colorado.edu/artsandsciences,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics,3,majority_valid_same,2 valid responses are identical,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences/",TRUE,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences",TRUE,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences",TRUE
"University of Colorado, Boulder",MS,Statistics and Data Science,工程与应用科学学院,College of Arts and Sciences,https://www.colorado.edu/artsandsciences,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics,3,all_valid_same,All 3 valid responses are identical,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences",TRUE,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences",TRUE,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences",TRUE
American University,MS,Quantitative Analysis MS,文理学院,College of Arts & Sciences,https://www.american.edu/cas/,https://www.american.edu/cas/mathstat/quantitative/requirements.cfm,https://www.american.edu/cas/mathstat/quantitative/,3,all_valid_same,All 3 valid responses are identical,"College of Arts & Sciences, https://www.american.edu/cas/",TRUE,"College of Arts & Sciences, https://www.american.edu/cas/",TRUE,"College of Arts & Sciences, https://www.american.edu/cas/",TRUE
American University,MS,Quantitative Analysis MS,文理学院,College of Arts & Sciences,https://www.american.edu/cas/,https://www.american.edu/cas/mathstat/quantitative/requirements.cfm,https://www.american.edu/cas/mathstat/quantitative/,2,all_valid_same,All 2 valid responses are identical,"The first URL failed to load. The second URL, https://www.american.edu/cas/mathstat/quantitative/, successfully loaded.

Content from the second URL:
*   The page title is ""Mathematics & Statistics Department | American University"".
*   Under ""Schools & Colleges"", it lists: ""College of Arts & Sciences"", ""Kogod School of Business"", ""School of Communication"", ""School of Education"", ""School of International Service"", ""Professional Studies and Executive Education"", ""School of Public Affairs"", ""Washington College of Law"".
*   It explicitly states: ""You are here: American University College of Arts & Sciences"".
*   The department is ""Mathematics & Statistics"".

Based on this, the ""MS Quantitative Analysis"" program is housed within the ""College of Arts & Sciences"" at American University. The URL also indicates `cas` (College of Arts & Sciences).

The most authoritative homepage URL for the College of Arts & Sciences would likely be `https://www.american.edu/cas/`. I will verify this by browsing it.",FALSE,"College of Arts & Sciences, https://www.american.edu/cas/",TRUE,"College of Arts & Sciences, https://www.american.edu/cas/",TRUE
American University,MS,Data Science MS,文理学院,School of Public Affairs,https://www.american.edu/spa/,https://www.american.edu/programs/shared/data-science/admissions.cfm,https://www.american.edu/programs/shared/data-science/index.cfm,3,majority_valid_same,2 valid responses are identical,"School of Public Affairs, https://www.american.edu/spa/",TRUE,"College of Arts and Sciences, https://www.american.edu/cas/",TRUE,"School of Public Affairs, https://www.american.edu/spa/",TRUE
American University,MS,Data Science MS,文理学院,College of Arts & Sciences,https://www.american.edu/cas/,https://www.american.edu/programs/shared/data-science/admissions.cfm,https://www.american.edu/programs/shared/data-science/index.cfm,2,all_valid_same,All 2 valid responses are identical,"College of Arts & Sciences, https://www.american.edu/cas/",TRUE,"College of Arts & Sciences, https://www.american.edu/cas/",TRUE,Not found,FALSE
American University,MS,MS Analytics,商学院,Kogod School of Business,https://kogod.american.edu,https://kogod.american.edu/programs-admissions/masters/analytics/admissions,https://kogod.american.edu/programs-admissions/masters/analytics,3,all_valid_same,All 3 valid responses are identical,"Kogod School of Business, https://kogod.american.edu",TRUE,"Kogod School of Business, https://kogod.american.edu",TRUE,"Kogod School of Business, https://kogod.american.edu",TRUE
Yeshiva University,MS,Data Analytics and Visualization (MS),科学与卫生学院,Katz School of Science and Health,https://www.yu.edu/katz,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/data-analytics,3,majority_valid_same,2 valid responses are identical,"Katz School of Science and Health, https://www.yu.edu/katz",TRUE,"Katz School of Science and Health, https://www.yu.edu/katz",TRUE,"The Katz School of Science and Health, https://www.yu.edu/katz/",TRUE
Yeshiva University,MS,Data Analytics and Visualization (MS),科学与卫生学院,Katz School of Science and Health,https://www.yu.edu/katz,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/data-analytics,3,majority_valid_same,2 valid responses are identical,"Katz School of Science and Health, https://www.yu.edu/katz",TRUE,"Katz School of Science and Health, https://www.yu.edu/katz",TRUE,"The Katz School of Science and Health, https://www.yu.edu/katz",TRUE
University of San Francisco,MS,Data Science (formerly Analytics),文理学院,College of Arts and Sciences,https://www.usfca.edu/arts-sciences/,https://www.usfca.edu/arts-sciences/graduate-programs/data-science/how-to-apply,https://www.usfca.edu/arts-sciences/graduate-programs/data-science,3,majority_valid_same,2 valid responses are identical,"College of Arts and Sciences, https://www.usfca.edu/arts-sciences/",TRUE,"College of Arts and Sciences, https://www.usfca.edu/arts-sciences",TRUE,"College of Arts and Sciences, https://www.usfca.edu/arts-sciences/",TRUE
University of Arizona,MS,Statistics and Data Science (MS),研究生院跨学科课程,Graduate Interdisciplinary Programs,https://gidp.arizona.edu/,https://grad.arizona.edu/catalog/programinfo/STATDSMS,https://gidp.arizona.edu/stat,2,all_valid_different,"All valid responses are different, randomly selected","UArizona Graduate College, https://grad.arizona.edu/",TRUE,"Graduate Interdisciplinary Programs, https://gidp.arizona.edu/",TRUE,,FALSE
