大学排名,大学名称,大学英文名称,所在城市,专业中文名称,学位,专业英文名称,所属院系,专业领域,课程长度,申请费（美元),开学期,截止日期,GPA,托福,雅思,GRE,GMAT,学术背景,材料要求,招生网址,专业网址
105,美利坚大学,American University,"Washington, DC",定量分析MS,MS,Quantitative Analysis MS,文理学院,定量分析理学硕士将教你使用数学来理解和预测行为和事件。通过将严格的数学培训与管理课程相结合，我们的课程将为您在生物统计学、金融研究、市场风险分析、统计分析、统计和定量分析等领域的职业做好充分准备。,,$55 ,春季,暂停招生,3,100,7,要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.american.edu/cas/mathstat/quantitative/requirements.cfm,https://www.american.edu/cas/mathstat/quantitative/
105,美利坚大学,American University,"Washington, DC",数据科学MS,MS,Data Science MS,文理学院,数据科学硕士培养学生获取、处理、分析和呈现复杂数据的能力。学生将掌握学术界、工业界和政府部门的数据科学家所使用的理论知识和实践技能。统计机器学习、数据科学和统计编程等核心课程将训练学生清理、处理、可视化和归档现代数据集，包括文本、图像和生物特征数据，将机器学习算法应用于真实数据，并使用数据科学家的数学和统计语言。每个学生将选择一个应用领域他们将在其中分析数据并解释该领域的相关问题，,18个月,$55 ,秋季,2月15日,3,100,7,可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.american.edu/programs/shared/data-science/admissions.cfm,https://www.american.edu/programs/shared/data-science/index.cfm
105,美利坚大学,American University,"Washington, DC",数据科学MS,MS,Data Science MS,文理学院,数据科学硕士培养学生获取、处理、分析和呈现复杂数据的能力。学生将掌握学术界、工业界和政府部门的数据科学家所使用的理论知识和实践技能。统计机器学习、数据科学和统计编程等核心课程将训练学生清理、处理、可视化和归档现代数据集，包括文本、图像和生物特征数据，将机器学习算法应用于真实数据，并使用数据科学家的数学和统计语言。每个学生将选择一个应用领域他们将在其中分析数据并解释该领域的相关问题，,18个月,$55 ,春季,11月1日,3,100,7,可选,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.american.edu/programs/shared/data-science/admissions.cfm,https://www.american.edu/programs/shared/data-science/index.cfm
105,美利坚大学,American University,"Washington, DC",MS Analytics,MS,MS Analytics,商学院,核心能力和分析基础课程提供对该领域的全面了解。您将学习基于证据的数据收集、数据建模和定量分析，以及如何实施这些工具来为企业提供竞争优势。学生获得在商业智能、财务分析、市场营销和咨询方面工作的技能。,1年,$100 ,秋季,10月15日；12月15日；2 月 15 日,要求,100,7,强烈建议,强烈建议,不需要全职工作经验，申请人无需在与 MS 课程相关的领域完成本科学位,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://kogod.american.edu/programs-admissions/masters/analytics/admissions,https://kogod.american.edu/programs-admissions/masters/analytics
105,叶史瓦大学,Yeshiva University,"New York, NY",数据分析和可视化（MS）,MS,Data Analytics and Visualization (MS),科学与卫生学院,数据分析和可视化硕士课程中，您将学习将原始数据转换为富有洞察力的输出。您将掌握预测和探索性分析的基础科学以及创建可视化和数据叙述的技术。您将掌握 Python、SQL/NoSQL、Tableau、AWS 和 AutoML 等热门工具。,,$55 ,秋季,6 月 1 日；ROLL,要求,100,7,可选,不接受,"必须拥有经认可的学院或大学的学士学位和以下先修课程：

一门微积分课程 
一门统计学课程 
一门编程课程（使用现代语言，如 C++、Java 或 Python） ",transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/data-analytics
105,叶史瓦大学,Yeshiva University,"New York, NY",数据分析和可视化（MS）,MS,Data Analytics and Visualization (MS),科学与卫生学院,数据分析和可视化硕士课程中，您将学习将原始数据转换为富有洞察力的输出。您将掌握预测和探索性分析的基础科学以及创建可视化和数据叙述的技术。您将掌握 Python、SQL/NoSQL、Tableau、AWS 和 AutoML 等热门工具。,,$55 ,春季,10月1日；ROLL,要求,100,7,可选,不接受,"必须拥有经认可的学院或大学的学士学位和以下先修课程：

一门微积分课程 
一门统计学课程 
一门编程课程（使用现代语言，如 C++、Java 或 Python） ",transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/data-analytics
115,旧金山大学,University of San Francisco,"San Francisco, CA",数据科学（原分析）,MS,Data Science (formerly Analytics),文理学院,,,,夏季,12月5日；3月1日,要求,90,6.5,接受,接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.usfca.edu/arts-sciences/graduate-programs/data-science/how-to-apply,https://www.usfca.edu/arts-sciences/graduate-programs/data-science
115,亚利桑那大学,University of Arizona,"Tucson, AZ",统计与数据科学（MS）,MS,Statistics and Data Science (MS),研究生院跨学科课程,,,95,秋季,1月1日,3,80,7，小分不低于6,要求,不接受,申请人必须具有或正在完成数学专业或大量使用定量方法的领域的学士学位，统计学或生物统计学的先前学位是有用的，但不是必需的。,transcripts ；degree certificates；Letters of Recommendation；Statement of Purpose；CV or Resume ,https://grad.arizona.edu/catalog/programinfo/STATDSMS,https://gidp.arizona.edu/stat
115,亚利桑那大学,University of Arizona,"Tucson, AZ",统计与数据科学（PHD）,PHD,Statistics and Data Science (PHD),研究生院跨学科课程,,,95,秋季,1月1日,3,80,7，小分不低于6,要求,不接受,申请人必须已经或正在完成统计学，生物统计学，数学或应用数学的硕士学位，或在很大程度上使用定量方法的领域的高级学位,transcripts ；degree certificates；Letters of Recommendation；Statement of Purpose；CV or Resume ,https://grad.arizona.edu/catalog/programinfo/STATDSPHD,https://gidp.arizona.edu/stat
115,亚利桑那大学,University of Arizona,"Tucson, AZ",统计与数据科学（PHD）-统计信息学,PHD,Statistics and Data Science (PHD) - Statistical Informatics,研究生院跨学科课程,,,95,秋季,1月1日,3,80,7，小分不低于6,要求,不接受,申请人必须已经或正在完成统计学，生物统计学，数学或应用数学的硕士学位，或在很大程度上使用定量方法的领域的高级学位,transcripts ；degree certificates；Letters of Recommendation；Statement of Purpose；CV or Resume ,https://grad.arizona.edu/catalog/programinfo/STATDSPHDSDSI,https://gidp.arizona.edu/stat
115,亚利桑那大学,University of Arizona,"Tucson, AZ",统计与数据科学（MS）,MS,Statistics and Data Science (MS),研究生院跨学科课程,,,95,春季,12月1日，需征得学校许可,3,80,7，小分不低于6,要求,不接受,申请人必须具有或正在完成数学专业或大量使用定量方法的领域的学士学位，统计学或生物统计学的先前学位是有用的，但不是必需的。,transcripts ；degree certificates；Letters of Recommendation；Statement of Purpose；CV or Resume ,https://grad.arizona.edu/catalog/programinfo/STATDSMS,https://gidp.arizona.edu/stat
115,亚利桑那大学,University of Arizona,"Tucson, AZ",统计与数据科学（PHD）,PHD,Statistics and Data Science (PHD),研究生院跨学科课程,,,95,春季,9月21日，需征得学校许可,3,80,7，小分不低于6,要求,不接受,申请人必须已经或正在完成统计学，生物统计学，数学或应用数学的硕士学位，或在很大程度上使用定量方法的领域的高级学位,transcripts ；degree certificates；Letters of Recommendation；Statement of Purpose；CV or Resume ,https://grad.arizona.edu/catalog/programinfo/STATDSPHD,https://gidp.arizona.edu/stat
115,亚利桑那大学,University of Arizona,"Tucson, AZ",统计与数据科学（PHD）-统计信息学,PHD,Statistics and Data Science (PHD) - Statistical Informatics,研究生院跨学科课程,,,95,春季,9月21日，需征得学校许可,3,80,7，小分不低于6,要求,不接受,申请人必须已经或正在完成统计学，生物统计学，数学或应用数学的硕士学位，或在很大程度上使用定量方法的领域的高级学位,transcripts ；degree certificates；Letters of Recommendation；Statement of Purpose；CV or Resume ,https://grad.arizona.edu/catalog/programinfo/STATDSPHDSDSI,https://gidp.arizona.edu/stat
115,犹他大学,University of Utah,"Salt Lake City, UT",计算机—数据管理与分析,MS,Computing—Data Management and Analysis,工程学院,能够有效地处理和理解这些数据已成为计算机科学中的一项关键科学挑战。人们不仅必须能够紧凑地存储此类信息，而且还必须开发算法以有效地处理这些信息和智能系统，该系统可以推理这些数据以找到有趣的模式或做出决策。这些主题构成了数据管理和分析轨道的核心。,,$65.00 ,秋季,12月15日,3,首选，105，口语不低于25,接受，但托福是首选,可选,不要求,已获得地区认可的学院或大学的学士学位,Transcripts；Letters of Reference；Statement of Purpose,https://www.cs.utah.edu/graduate/admissions/,https://www.cs.utah.edu/graduate/graduate-tracks/
115,犹他大学,University of Utah,"Salt Lake City, UT",计算机—数据管理与分析,Ph.D.,Computing—Data Management and Analysis,工程学院,能够有效地处理和理解这些数据已成为计算机科学中的一项关键科学挑战。人们不仅必须能够紧凑地存储此类信息，而且还必须开发算法以有效地处理这些信息和智能系统，该系统可以推理这些数据以找到有趣的模式或做出决策。这些主题构成了数据管理和分析轨道的核心。,,$65.00 ,秋季,12月15日,3,首选，105，口语不低于25,接受，但托福是首选,可选,不要求,已获得地区认可的学院或大学的学士学位,Transcripts；Letters of Reference；Statement of Purpose,https://www.cs.utah.edu/graduate/admissions/,https://www.cs.utah.edu/graduate/graduate-tracks/
