学校中文名,学校英文名,国家/地区,QS 2026,USNews 2026,THE 2025,ARWU 2024,Arts & Humanities,Archaeology,Architecture,Art & Design,Classics,English Language,History$,History of Art,Linguistics,Modern Languages,Music,Performing Arts,Philosophy,Theology,Engineering & Technology,Computer Science,Data Science,Engineering - Chemical,Engineering - Civil,Engineering - Electrical,Engineering - Mechanical,Engineering - Mineral,Petroleum Engineering,Life Sciences & Medicine,Agriculture,Anatomy,Biological,Dentistry,Medicine,Nursing,Pharmacy,Psychology,Veterinary Science,Natural Sciences,Chemistry,Earth & Marine Sciences,Environmental Sciences,Geography,Geology,Geophysics,Mathematics,Materials Science,Physics,Social Sciences & Management,Accounting,Anthropology,Business,Communication,Development Studies,Economics & Econometrics,Education,Hospitality,Law,Library,Marketing,Politics,Social Policy,Sociology,Sports-related Subjects,Statistics
克莱蒙-奥弗涅大学,University of Clermont Auvergne,法国,-,681,801,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西北大学,North-West University,南非,951-1000,588,801,601,,,,,,,,,,,,,,,,,,,,,,,,,301-350,,,,701-850,,,,,,,,501-550,,,,,,551-600,,,,,,,,,,,,,,,,,
科罗拉多大学安舒兹医学校区,University of Colorado Anschutz Medical Campus,美国,-,172,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
科罗拉多大学科罗拉多斯普林斯分校,University of Colorado Colorado Springs,美国,-,1874,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
君士坦丁大学1,University of Constantine 1,阿尔及利亚,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701-850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
尼斯大学,University of Côte d’Azur,法国,-,-,-,401,,,,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
达累斯萨拉姆大学,University of Dar es Salaam,坦桑尼亚,-,2236,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
皮埃蒙特东方大学,University of Eastern Piedmont,意大利,-,1131,-,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
布拉格经济大学,"University of Economics, Prague",捷克共和国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
电气通信大学-日本,University of Electro-Communications - Japan,日本,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埃武拉大学,University of Evora,葡萄牙,-,1882,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福贾大学,University of Foggia,意大利,-,1164,801,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福塔雷萨大学（UNIFOR）,University of Fortaleza (UNIFOR),巴西,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
弗朗索瓦·拉贝莱斯大学-游览,University of Francois Rabelais - Tours,法国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,651-700,,651-700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福井大学,University of Fukui,日本,-,2231,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651-700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加拉茨大学,University of Galati,罗马尼亚,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉森大学,University of Giessen,德国,-,-,-,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
贡达大学,University of Gondar,埃塞俄比亚,-,1067,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
哥廷根大学,University of Göttingen,德国,-,182,121,151,179,201-260,,,51-150,251-300,101-150,,251-300,151-200,,,,51-100,501-550,451-500,,,,,,,,98,=21,101-170,=91,,=199,,251-300,251-300,,=119,=138,101-150,=144,151-200,101-150,101-150,201-250,301-350,151-200,501-550,,101-170,601-650,,51-100,251-300,401-450,,151-200,,,301-400,,,,151-200
格拉茨大学,University of Graz,奥地利,-,714,501,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西北大学,Northwest University,中国,1001-1200,731,1001,301,,,,,,,,,,,,,,,,,,,,,,,,=391,23,,401-450,,,,,,,,601-700,,201-250,,,,,,,,,,,,,,,,,,,,,,,
桂兰大学,University of Guilan,伊朗,-,1573,1201,-,211,201-260,,,51-150,101-150,,,,251-300,,51-100,,,=341,401-450,,,201-275,451-500,301-350,,,=309,301-350,,301-350,,=191,51-100,251-300,301-350,,451-500,401-450,,301-350,,,,301-350,401-550,,=376,,,301-350,,,451-500,201-250,101-150,151-200,,,251-300,,,,
哈勒-维滕贝格大学,University of Halle-Wittenberg,德国,-,-,-,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
汉诺威大学,University of Hannover,德国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
哈特福德大学,University of Hartford,美国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
兵库大学,University of Hyogo,日本,-,2244,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伊洛林大学,University of Ilorin,尼日利亚,-,1180,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
英苏布里亚大学,University of Insubria,意大利,-,1199,601,-,401-450,201-260,,,,,,,301-350,,,,,,,551-600,,,,,,,,,,,501-550,,,,201-250,,,=314,401-450,201-275,401-450,,201-250,,501-600,,201-250,,301-375,,551-600,,,551-700,,,,,,,,,,
瑞士意大利语大学,University of Italian speaking Switzerland,瑞士,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉达大学,University of Jeddah,沙特阿拉伯,-,1084,1001,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
济南大学,University of Jinan,中国,-,1235,-,-,451-500,,,,,301-350,,,151-200,,,,,,,551-600,,,,,,,,,,,,,651-700,,,151-200,,501-550,,,,,,,,,401-450,,,,601-650,201-250,,,101-150,,,,,,,,=47,
约翰·斯特罗斯迈耶·奥西耶克大学,University of JJ Strossmayer Osijek,克罗地亚,-,1759,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
卡尚大学,University of Kashan,伊朗,-,1330,801,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
克拉古耶瓦茨大学,University of Kragujevac,塞尔维亚,-,966,1001,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
库尔德斯坦大学,University of Kurdistan,伊朗,-,1592,1001,-,,,,,,,,,,,,,,,,,,,,,,,,,401-475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
拉奎拉大学,University of L’Aquila,意大利,-,1296,601,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
拉古纳大学,University of La Laguna,西班牙,-,775,1001,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
拉斯帕尔马斯大加那利岛大学,University of Las Palmas de Gran Canaria,西班牙,-,-,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
莱奥本大学,University of Leoben,奥地利,-,1836,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
莱斯布里奇大学,University of Lethbridge,加拿大,-,2026,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伦敦大学皇家兽医学院,University of London Royal Veterinary College,英国,-,1141,-,-,,,,,,,,,,,,,,,,,,,,,,,,451-500,,,551-600,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
伦敦大学东方学院,University of London School Oriental,英国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
路易斯安那大学拉法叶分校,University of Louisiana at Lafayette,美国,-,1706,-,-,=342,151-200,,,51-150,,,,151-200,301-350,,,,,,651-700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吕贝克大学,University of Lubeck,德国,-,653,-,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
勒克瑙大学,University of Lucknow,印度,-,2062,1501,-,,,,,,,,,301-350,,,,,,401-450,601-650,,251-300,201-275,451-500,251-300,,,501-550,101-150,,251-300,,251-300,,301-350,,51-100,401-450,351-400,201-275,401-450,201-250,151-200,151-200,351-400,251-300,351-400,,,,,,,501-550,,,,51-100,,,,,,
马德拉斯大学,University of Madras,印度,-,1582,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,601-650,,,,,,,,401-450,,,,,,,401-550,,,,,,,,,,,,,,,,,,
马格德堡大学,University of Magdeburg,德国,-,-,-,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
缅因大学,University of Maine,美国,-,1117,-,501,,,,,,,,,,,,,,,,,,,,,,,,,251-300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美因茨大学,University of Mainz,德国,-,-,-,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马拉坎德大学,University of Malakand,巴基斯坦,-,1568,601,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马拉维大学,University of Malawi,马拉维,-,1582,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马拉盖大学,University of Maragheh,伊朗,-,1874,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马尔堡大学,University of Marburg,德国,-,-,401,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马拉喀什大学卡迪阿亚德,University of Marrakech Cadi Ayyad,摩洛哥,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马里兰大学环境科学中心,University of Maryland Center for Environmental Science,美国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马萨诸塞大学-洛厄尔,University of Massachusetts Lowell,美国,-,1180,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马萨诸塞大学医学院,University of Massachusetts Medical School - Worcester,美国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,=261,,,201-250,,=199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麻省大学伍斯特分校,University of Massachusetts Worcester,美国,-,445,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马赞达兰大学,University of Mazandaran,伊朗,-,1784,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
密西西比大学医学中心,University of Mississippi Medical Center,美国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宫崎大学,University of Miyazaki,日本,-,2053,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
莫哈格大学Ardabili,University of Mohaghegh Ardabili,伊朗,-,1499,1001,-,139,151-200,,,,101-150,,,15,101-150,,,,,=231,=127,,101-150,201-275,251-300,301-350,,,=272,42,101-170,201-250,,,151-225,,101-150,,=227,=166,201-275,201-250,,201-250,201-250,251-300,151-200,151-200,=253,251-300,101-170,251-300,101-150,50,=189,101-150,51-100,351-400,,,201-250,,201-250,51-100,201-250
穆罕默德·布迪亚夫大学在姆西拉,University of Mohamed Boudiaf at M’Sila,阿尔及利亚,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
莫利塞大学,University of Molise,意大利,-,1967,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蒙大拿大学,University of Montana,美国,-,911,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黑山大学,University of Montenegro,黑山,-,2016,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
迈索尔大学,University of Mysore,印度,-,-,1501,-,,,,,,,,,,,,,,,401-450,501-550,,201-250,,401-450,401-450,,,=132,75,101-170,94,,251-300,,151-200,,,=182,=159,51-100,119,,51-100,51-100,351-400,201-250,301-350,,,,,,,551-700,,,,,,,,,,151-200
维也纳农业大学,"University of Natural Resources and Life Sciences, Vienna",奥地利,-,-,-,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
内布拉斯加大学医学中心,University of Nebraska Medical Center,美国,-,-,501,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
纳沙泰尔大学,University of Neuchatel,瑞士,-,1195,501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
内华达大学-拉斯维加斯,University of Nevada - Las Vegas,美国,-,747,601,601,,,,,,,,,,,,,,,,751-850,,,,,,,,,,,,,701-850,,,,,,,,,,,,,,,,,,401-450,,,551-700,401-450,4,,,,,,,,
新奥尔良大学,University of New Orleans,美国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西英格兰大学,University of the West of England,英国,721-730,-,601,-,,,,,,,,,,,,,,,,501-550,,,,,,,,,,,,,601-650,,,,,,,,,,,,,,,501-550,,,401-450,,,501-550,,151-175,,,,,,,,
尼斯-索菲亚综合理工学院,University of Nice Sophia Antipolis,法国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
尼科西亚大学,University of Nicosia,塞浦路斯,-,1573,501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701-850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
尼日利亚大学,University of Nigeria,尼日利亚,-,1048,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701-850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
尼什大学,University of Nis,塞尔维亚,-,1803,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北卡罗来纳大学威尔明顿分校,University of North Carolina Wilmington,美国,-,1860,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北达科他大学,University of North Dakota,美国,-,1495,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北佛罗里达大学,University of North Florida,美国,-,2057,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北不列颠哥伦比亚大学（UNBC）,University of Northern British Columbia (UNBC),加拿大,-,-,1001,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本职业与环境卫生大学,University of Occupational & Environmental Health - Japan,日本,-,1712,1001,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401-450,,,,,,,,,301-400,,,,
俄克拉荷马大学健康科学中心,University of Oklahoma Health Sciences Center,美国,-,699,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
奥尔登堡大学,University of Oldenburg,德国,-,-,-,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安大略大学技术学院,University of Ontario Institute Technology,加拿大,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
奥兰大学,University of Oran 1,阿尔及利亚,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
奥斯纳布吕克大学,University of Osnabrueck,德国,-,1441,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西英格兰大学,University of West England,英国,-,1048,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
锡那罗亚自治大学,Universidad Autonoma de Sinaloa,墨西哥,-,1745,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
万神殿索邦大学-巴黎第一,University of Pantheon Sorbonne - Paris I,法国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巴黎第五大学,University of Paris Descartes (Paris 5),法国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巴黎北大学-巴黎十三世,University of Paris Nord - Paris XIII,法国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巴黎埃斯特·克雷泰伊大学,University of Paris-Est Creteil,法国,-,-,-,-,,,201-260,,,,,,,,,,,,,701-750,,,,,,,,401-450,,,651-700,,351-400,,,,,,,,501-550,,,,501-600,,,,,,,,,551-700,,,,,,,,,,
巴黎第十一大学,University of Paris-Sud (Paris 11),法国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帕绍大学,University of Passau,德国,-,-,501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帕索丰多大学 (UPF),University of Passo Fundo (UPF),巴西,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
波城大学,University of Pau & Pays Adour,法国,-,2183,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帕维亚大学,University of Pavia,意大利,-,340,301,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帕沃尔约瑟夫瑟法里大学,University of Pavol Jozef Safarik Kosice,斯洛伐克,-,1651,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伯南布哥大学,University of Pernambuco,巴西,-,-,1501,-,,,,,,,,,,,,,,,,751-850,,,,,,,,,,,,,,,,,,,,,,,,,,,,=398,251-300,,201-250,,,351-400,,,,,,,,,,
皮卡第-朱尔斯-凡尔纳大学,University of Picardie-Jules-Verne,法国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
波多黎各大学-马亚圭斯,University of Puerto Rico--Mayaguez,美国,-,1741,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
波多黎各大学-医学院,University of Puerto Rico--Medical Sciences Campus,美国,-,2105,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
魁北克大学蒙特利尔分校,University of Quebec Montreal,加拿大,-,847,-,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
兰斯大学香槟阿丁,University of Reims Champagne-Ardenne,法国,-,1646,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701-850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
罗汉普顿大学,University of Roehampton,英国,-,2083,801,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
罗马第二大学,University of Roma - Tor Vergata,意大利,-,392,301,401,401-450,151-200,,,48,,151-200,,251-300,,,,,,=328,301-350,,301-350,201-275,251-300,251-300,,,=331,,,251-300,,251-300,101-150,201-250,,,=241,351-400,,,,,,151-200,251-300,201-250,349,301-375,,401-450,,,201-250,,,251-300,,,301-400,,,,201-250
罗马第三大学,University of Rome III,意大利,-,-,801,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鲁昂大学,University of Rouen,法国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
热舒夫大学,University of Rzeszow,波兰,-,1803,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萨勒诺大学,University of Salerno,意大利,-,613,501,801,,,,,,,,,,,,,,,,451-500,,401-450,,,501-575,,,,251-300,,651-700,,601-650,,351-400,,,,551-600,,501-550,,,,,,601-675,,,,,,,,,,,,,,,,,
萨尔茨堡大学,University of Salzburg,奥地利,-,1111,-,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
圣尼奥大学,University of Sannio,意大利,-,1534,801,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萨戈达大学,University of Sargodha,巴基斯坦,-,1425,1001,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萨萨里大学,University of Sassari,意大利,-,1238,601,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萨瓦大学,University of Savoie,法国,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
奥兰·穆罕默德·布迪阿夫科技大学,University of Science and Technology of Oran Mohamed-Boudiaf,阿尔及利亚,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
科学技术大学瓦里布美丁,University of Sciences and Technology Houari Boumediene,阿尔及利亚,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上海理工大学,University of Shanghai for Science,中国,-,696,1201,301,,,,,,,,,,,,,,,,,,,,,451-500,,,,401-475,,,,,,,,,,,,,,,,,401-550,601-675,,,,,,,,,,,,,,,,,
静冈县立大学,University of Shizuoka,日本,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西里西亚大学,University of Silesia,波兰,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
锡斯坦－俾路支斯坦大学,University of Sistan and Baluchestan,伊朗,-,-,1501,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
社会福利与康复科学大学,University of Social Welfare and Rehabilitation Sciences,伊朗,-,-,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苏斯大学,University of Sousse,突尼斯,-,-,1501,-,,,,,,,,,251-300,,,,,,,251-300,,,,,,,,501-550,,,501-550,,551-600,,301-350,,,,601-700,,,,,,451-500,401-550,601-675,,,,,,,551-700,,,,,,,,,,
南澳大利亚大学,University of South Australia,澳大利亚,-,424,301,401,=365,,101-150,151-200,,,,,,,,,,,=345,301-350,,,,301-350,401-450,,,=352,,,501-550,,301-350,51-100,201-250,251-300,,501-550,451-500,,201-250,,,,501-600,351-400,,=337,201-250,,301-350,,,251-300,201-250,151-175,301-350,,,,,301-375,51-100,
华南大学,University of South China,中国,-,1659,-,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南达科他大学,University of South Dakota,美国,-,1712,1001,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南威尔士大学,University of South Wales,英国,-,-,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
东南挪威大学,University of South-Eastern Norway,挪威,-,1476,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南密西西比大学,University of Southern Mississippi,美国,-,1724,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
圣加仑大学,University of St Gallen,瑞士,-,1018,351,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
锡那罗亚自治大学,Autonomous University of Sinaloa,墨西哥,-,-,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
贡比涅理工大学,University of Technology of Compiegne,法国,-,-,1201,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
